make,model,city,color,carType,condition,currency,drive,country,mileage,mileage_unit,price_on_request,type,zip,manufacture_month,manufacture_year,fuel_consumption_unit
PORSCHE,911,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,"",Sursee,silver,"","","","","",0,"",false,car,"","","",""
MINI,MINI,Safenwil,white,"","","","","",0,"",false,car,"","","",""
BMW,320,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,CL 65 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,S 600,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
JAGUAR,XK,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 300,Zuzwil,bordeaux,"","","","","",0,"",false,car,"","","",""
AUSTIN-HEALEY,"",Safenwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,S 55 AMG,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,ML 63 AMG,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
BMW,323,Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
ASTON MARTIN,DB9,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
BENTLEY,CONTINENTAL,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,CL 63 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 65 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
BMW,740,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
AUDI,RS6,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
TOYOTA,CELICA,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
BMW,Z4,Zuzwil,brown,"","","","","",0,"",false,car,"","","",""
BMW,M6,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
MG,"",Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
FERRARI,456,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
VW,PHAETON,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
PORSCHE,CAYENNE,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 55 AMG,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
SIMCA,"",Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
BMW,M5,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
FIAT,SPIDER,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
AUDI,RS6,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
JAGUAR,XK,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
AUDI,A4,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
OPEL,FRONTERA,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,300,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 55 AMG,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
BENTLEY,ARNAGE,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,S 600,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
BMW-ALPINA,5 SERIES,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 320,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,orange,"","","","","",0,"",false,car,"","","",""
DODGE,"",Zuzwil,red,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 63 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
AUDI,S8,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
TOYOTA,COROLLA,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
BMW,M6,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
BMW,M5,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
RENAULT,R5,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
LAMBORGHINI,DIABLO,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
PORSCHE,BOXSTER,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SLK 320,Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
LAND ROVER,RANGE ROVER,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
HARLEY-DAVIDSON,"",Zuzwil,black,"","","","","",0,"",false,car,"","","",""
LAMBORGHINI,GALLARDO,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
FERRARI,F360,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,anthrazit,"","","","","",0,"",false,car,"","","",""
BMW,135,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
AUTOBIANCHI,A112,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 600,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,"",Zuzwil,bordeaux,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,"",Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
LAMBORGHINI,MURCIÉLAGO,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,S 500,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,CAYENNE,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
MASERATI,3200 GT,Zuzwil,gelb,"","","","","",0,"",false,car,"","","",""
AUDI,S6,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
AUDI,A8,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
DODGE,Ram,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
BMW,X1,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
FERRARI,F360,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,CL 500,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 600,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
FERRARI,575M,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
JAGUAR,"",Zuzwil,violet,"","","","","",0,"",false,car,"","","",""
FERRARI,F430,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
AUDI,R8,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,CAYENNE,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,CLK 55 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
RENAULT,Alpine A110,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
FERRARI,599,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
AUDI,RS6,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
BMW,X5,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
FERRARI,TESTAR./512,Zuzwil,gelb,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,grün,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SL 65 AMG,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
FERRARI,F430,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
MASERATI,QUATTROPORTE,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
LAND ROVER,RANGE ROVER,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SLK 230,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
SAAB,9-3,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
JAGUAR,S-TYPE,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
BMW-ALPINA,3 SERIES,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
LAMBORGHINI,"",Zuzwil,anthrazit,"","","","","",0,"",false,car,"","","",""
FERRARI,F430,Porrentruy,blue,"","","","","",0,"",false,car,"","","",""
FIAT,"",Zuzwil,bordeaux,"","","","","",0,"",false,car,"","","",""
BMW,M3,Zuzwil,gold,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
ROLLS-ROYCE,CORNICHE,Basel,black,"","","","","",0,"",false,car,"","","",""
PORSCHE,924,Zuzwil,anthrazit,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,SLR,Zuzwil,anthrazit,"","","","","",0,"",false,car,"","","",""
OPEL,SPEEDSTER,Zuzwil,red,"","","","","",0,"",false,car,"","","",""
BMW,525,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 63 AMG,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
BMW,M6,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MASERATI,COUPÉ GT,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,E 320,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
MATRA,"",Zuzwil,black,"","","","","",0,"",false,car,"","","",""
McLAREN,12C,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
FERRARI,F355,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
BMW,2002,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
AUDI,A8,Zuzwil,bordeaux,"","","","","",0,"",false,car,"","","",""
