BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,Properties,Seats,TransmissionTypeText
Black,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,568.0,blau,56600,Maserati,QUATTROPORTE,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,766.0,grau,70400,Land Rover,RANGE ROVER,"\"Ab MFK\"",5,Automat
Blue,Cabriolet,2295,Zuzwil,225 g/km,Occasion,null,9.5 l/100km,2,Hinterradantrieb,7,1998,Benzin,193,166.0,mehrfarbig,166550,Mercedes-Benz,SLK 230,"\"Ab MFK\"",2,Automat
Red,Limousine,1998,Zuzwil,239 g/km,Occasion,null,10.2 l/100km,4,Vorderradantrieb,4,2005,Benzin,252,472.0,grau,104400,Saab,9-3,"\"Ab MFK\"",5,Automatik-Getriebe
Red,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,1,2000,Benzin,276,500.0,beige,44200,Jaguar,S-TYPE,"\"Ab MFK\"",5,Automat
Black,Coupé,3152,Zuzwil,275 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,2,1997,Benzin,265,713.0,schwarz,99400,Bmw-Alpina,3 SERIES,"\"Ab MFK\"",4,Automat
Silver,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,873.0,schwarz,60500,Porsche,911,null,4,Automatik-Getriebe
Blue,Coupé,3929,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1973,Benzin,350,10.0,schwarz,48000,Lamborghini,"","\"Ab MFK\"",4,Schaltgetriebe
Blue,Cabriolet,4308,Porrentruy,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2007,Benzin,486,149.0,rot,53500,Ferrari,F430,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Other,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,204.0,schwarz,9999,Fiat,"",null,0,Schaltgetriebe
Other,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,235.0,schwarz,78900,Bmw,M3,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Gray,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,334.0,schwarz,74100,Porsche,911,"\"Ab MFK\"",4,Automatik-Getriebe
Black,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,539.0,braun,32000,Rolls-Royce,CORNICHE,null,4,null
Blue,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1980,Benzin,170,13.0,mehrfarbig,54000,Porsche,924,"\"Ab MFK\"",4,Schaltgetriebe manuell
Gray,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,292.0,blau,69200,Porsche,911,"\"Ab MFK\"",4,Automatik-Getriebe
Blue,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,33.0,rot,34500,Mercedes-Benz,SLR,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe
Red,Cabriolet,1998,Zuzwil,202 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,200,459.0,schwarz,11700,Opel,SPEEDSTER,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell
Black,Limousine,2497,Zuzwil,232 g/km,Occasion,G,9.6 l/100km,4,Allrad,1,2007,Benzin,218,538.0,schwarz,99800,Bmw,525,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,558.0,schwarz,7400,Mercedes-Benz,E 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Black,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,633.0,schwarz,58300,Bmw,M6,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Black,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,823.0,mehrfarbig,38900,Maserati,COUPÉ GT,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
Blue,Kombi,3199,Zuzwil,259 g/km,Occasion,G,10.8 l/100km,5,Hinterradantrieb,5,2001,Benzin,224,117.0,grau,83000,Mercedes-Benz,E 320,"\"Ab MFK\"",5,Automat
Gray,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,275.0,schwarz,88100,Porsche,911,null,2,Schaltgetriebe manuell
Black,Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,717.0,mehrfarbig,52000,Matra,"","\"Ab MFK\"",3,Schaltgetriebe
Silver,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,866.0,schwarz,1200,Mclaren,12C,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,944.0,schwarz,29000,Ferrari,F355,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Blue,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1974,Benzin,180,146.0,schwarz,7990,Bmw,2002,"\"Ab MFK\"",4,Schaltgetriebe
Other,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,203.0,grau,60000,Audi,A8,"\"Ab MFK\"",5,Automat sequentiell
Black,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,704.0,braun,36900,Bentley,CONTINENTAL,"\"Ab MFK\"",4,Automat sequentiell
Black,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,785.0,schwarz,125000,Mercedes-Benz,S 600,"\"Ab MFK\"",5,Automat
White,Coupé,1775,Zuzwil,null,Occasion,null,null,3,Allrad,11,1984,Benzin,200,1128.0,schwarz,58950,Peugeot,205,"\"Ab MFK\"",2,Schaltgetriebe
Other,Cabriolet,6209,Zuzwil,328 g/km,Occasion,null,14.1 l/100km,2,Hinterradantrieb,6,2008,Benzin,525,387.0,schwarz,62700,Mercedes-Benz,SL 63 AMG,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,625.0,schwarz,28100,Mercedes-Benz,G 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Black,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,774.0,schwarz,30400,Mercedes-Benz,SL 500,"\"Ab MFK\"",0,Automat
Black,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,787.0,beige,36000,Ferrari,612,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
White,Cabriolet,5351,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1961,Benzin,327,1099.0,schwarz,67000,Chevrolet,CORVETTE,"\"Ab MFK\"",2,Schaltgetriebe manuell
Blue,Cabriolet,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,1,1999,Benzin,300,156.0,schwarz,34400,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,159.0,grau,78700,Bmw,540,"\"Ab MFK\"",5,Automat
Gray,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,280.0,schwarz,59900,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Gray,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,289.0,grau,113000,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
Gray,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,356.0,schwarz,44600,Porsche,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
Black,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,553.0,schwarz,117400,Audi,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
Silver,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,899.0,beige,39500,Maserati,BITURBO,null,2,Schaltgetriebe manuell
Blue,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,16.0,grau,16500,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Red,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2004,Benzin,420,469.0,schwarz,14400,Porsche,911,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe manuell
Black,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,525.0,schwarz,15300,Bmw,M5,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Black,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,592.0,beige,124900,Bentley,BROOKLANDS,"\"Ab MFK\"",5,Automat
Black,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,608.0,schwarz,134600,Saab,9-3,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,658.0,schwarz,29800,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,67.0,mehrfarbig,114000,Porsche,924,"\"Ab MFK\"",4,Schaltgetriebe manuell
Silver,Coupé,1808,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1990,Benzin,169,846.0,mehrfarbig,162900,Nissan,200 SX,"\"Ab MFK\"",4,Schaltgetriebe manuell
Silver,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,933.0,braun,57000,Lancia,"","\"Ab MFK\"",2,Schaltgetriebe
White,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,8,2010,Benzin,515,1136.0,beige,37500,Mercedes-Benz,CLS 63 AMG,"\"Ab MFK\"",4,Automat sequentiell
Gray,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,327.0,schwarz,88500,Mercedes-Benz,ML 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Red,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,449.0,schwarz,112400,Audi,RS6,"\"Ab MFK\"",5,Automat
Silver,Limousine,1977,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,170,1001.0,schwarz,97100,Bmw,2002,"\"Ab MFK\"",4,Schaltgetriebe
Gray,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,315.0,schwarz,127000,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Other,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,396.0,mehrfarbig,131000,Fiat,Dino,"\"Ab MFK\"",4,Schaltgetriebe
Red,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2004,Benzin,517,490.0,beige,28000,Ferrari,575M,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,569.0,schwarz,40900,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Blue,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,69.0,grau,44600,Bentley,ARNAGE,"\"Ab MFK\"",5,Automat
Silver,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,911.0,schwarz,42500,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,2,2004,Benzin,400,100.0,beige,42600,Ferrari,F360,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Coupé,4691,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2008,null,450,1014.0,schwarz,37000,Alfa Romeo,8C,null,0,Automatik-Getriebe
Blue,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,26.0,grau,48700,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Gray,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,295.0,schwarz,36000,Mercedes-Benz,CLK 63 AMG,"\"Ab MFK\"",2,Automat sequentiell
Blue,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,59.0,grau,60700,Bmw,750,"\"Ab MFK\"",5,Automat sequentiell
Black,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,1996,Benzin,286,716.0,schwarz,141000,Bmw,540,"\"Ab MFK\"",5,Automat
Black,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,744.0,schwarz,107100,Jaguar,XK,"\"Ab MFK\"",4,Automat
Silver,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Allrad,6,1993,Benzin,492,996.0,null,46700,Lamborghini,DIABLO,"\"Ab MFK\"",2,Schaltgetriebe manuell
Silver,Cabriolet,1781,Zuzwil,199 g/km,Occasion,G,8.3 l/100km,2,Vorderradantrieb,3,2005,Benzin,180,1065.0,schwarz,49900,Audi,TT,"\"Ab MFK\"",2,Schaltgetriebe manuell
White,Cabriolet,1290,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,3,1970,Benzin,88,1109.0,schwarz,106000,Alfa Romeo,SPIDER,"\"Ab MFK\"",3,Schaltgetriebe
Yellow,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,221.0,schwarz,96000,Porsche,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
Gray,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,263.0,beige,68700,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Gray,Limousine,2792,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,9,2000,Benzin,204,314.0,null,1,Vw,BEETLE,"\"Rennwagen\"",2,Schaltgetriebe
Other,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,432.0,schwarz,53600,Ferrari,F360,"\"Ab MFK\"",2,Automatik-Getriebe
Red,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,2,1998,Benzin,286,463.0,beige,63000,Bmw,740,"\"Ab MFK\"",5,Automat
Black,Kombi,2979,Zuzwil,238 g/km,Occasion,null,9.9 l/100km,5,Hinterradantrieb,5,2001,Benzin,231,546.0,null,120900,Bmw,530,"\"Ab MFK\"",5,Automatik-Getriebe
Silver,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,864.0,grau,82100,Porsche,911,"\"Ab MFK\"",4,Automatik-Getriebe
Silver,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,923.0,schwarz,33600,Bmw,M5,"\"Tuning\"",5,Automatisiertes Schaltgetriebe
Silver,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,927.0,beige,40300,Mercedes-Benz,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
Silver,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,2,2009,Benzin,580,997.0,schwarz,118800,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Other,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2007,Benzin,510,375.0,schwarz,13300,Mercedes-Benz,ML 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Blue,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,56.0,weiss,50000,Audi,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
Silver,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,863.0,rot,24000,Mercedes-Benz,SL 65 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell
Silver,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,938.0,null,5400,Bmw,650,"\"Ab MFK\"",4,Automat sequentiell
Silver,Coupé,4398,Zuzwil,283 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,1,2004,Benzin,333,1032.0,schwarz,79100,Bmw,645,"\"Ab MFK\"",4,Automatik-Getriebe
Other,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,417.0,anthrazit,29000,Mercedes-Benz,CL 600,"\"Ab MFK\"",4,Automat
Red,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,448.0,anthrazit,36800,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\", \"Tuning\"",2,Automat
Black,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,686.0,beige,26900,Toyota,DYNA,null,3,Schaltgetriebe
Silver,Cabriolet,0,Zuzwil,null,Occasion,null,null,0,null,5,2008,null,0,988.0,rot,3000,Pgo,"","\"Ab MFK\"",2,Schaltgetriebe
Blue,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,165.0,schwarz,111000,Mercedes-Benz,S 600,"\"Ab MFK\"",4,Automat
Gray,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,250.0,beige,41000,Ferrari,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
Blue,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,64.0,mehrfarbig,127700,Hummer,H3,"\"Ab MFK\"",5,Automat
Blue,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,66.0,beige,88600,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Silver,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,920.0,schwarz,160,Mercedes-Benz,SLK 200,"\"Ab MFK\"",2,Automat sequentiell
Silver,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,2,1997,Benzin,347,977.0,schwarz,35600,Mercedes-Benz,E 50 AMG,"\"Ab MFK\"",5,Automat
Silver,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,3,2003,Benzin,420,1060.0,schwarz,94500,Porsche,911,"\"Ab MFK\"",4,Automatik-Getriebe
Silver,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,917.0,blau,42000,Bmw,750,"\"Ab MFK\"",5,Automat sequentiell
Silver,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,968.0,schwarz,41900,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
Silver,Coupé,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1995,Benzin,405,987.0,blau,47500,Bentley,TURBO,"\"Ab MFK\"",5,Automatik-Getriebe
White,Coupé,2849,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1981,Benzin,132,1106.0,grau,15000,Delorean,"",null,0,Schaltgetriebe
Blue,SUV / Geländewagen,4011,Zuzwil,350 g/km,Occasion,null,13.7 l/100km,5,Allrad,9,1999,Benzin,197,112.0,beige,50100,Ford (usa),EXPLORER,"\"Ab MFK\"",5,Automat
Gray,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,332.0,schwarz,34900,Renault,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
Black,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,571.0,beige,114000,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Black,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,616.0,grau,52500,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Black,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,626.0,grau,45600,Mercedes-Benz,S 63 AMG,"\"Ab MFK\"",5,Automat sequentiell
Black,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,647.0,schwarz,69500,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat
Black,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,681.0,schwarz,72600,Audi,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,128,737.0,schwarz,115100,Fiat,SPIDER,null,2,Schaltgetriebe
Silver,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,1,2006,Benzin,420,981.0,schwarz,95700,Audi,RS4,"\"Ab MFK\"",5,Schaltgetriebe manuell
Gray,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,273.0,schwarz,31000,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Black,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,597.0,schwarz,39000,Porsche,CAYENNE,"\"Ab MFK\"",5,Automat sequentiell
Black,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,797.0,beige,119600,Lincoln,Continental,"\"Ab MFK\"",5,Automat
Silver,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,953.0,anthrazit,21400,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Silver,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,9,2001,Benzin,462,1057.0,schwarz,53400,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,180.0,schwarz,49700,Land Rover,RANGE ROVER,"\"Ab MFK\"",5,Automat
Other,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,200.0,schwarz,450,Porsche,911,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Gray,Coupé,1635,Zuzwil,null,Occasion,null,null,2,null,6,1977,Benzin,120,276.0,null,41400,Renault,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
Blue,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,95.0,grau,26700,Audi,A8,"\"Ab MFK\"",5,Automat
Silver,Coupé,6700,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,2000,Benzin,450,1063.0,schwarz,75300,Mercedes-Benz,"","\"Ab MFK\"",4,Automatik-Getriebe
Gray,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1994,Benzin,320,301.0,schwarz,206000,Mercedes-Benz,E 500,"\"Ab MFK\"",4,Automat
Other,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,394.0,mehrfarbig,15000,Bentley,CONTINENTAL,"\"Ab MFK\"",2,Automat sequentiell
Other,Cabriolet,5439,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,12,2003,Benzin,367,408.0,grau,23700,Mercedes-Benz,CLK 55 AMG,"\"Ab MFK\"",4,Automat
Other,Coupé,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,2,Hinterradantrieb,3,2001,Benzin,360,410.0,schwarz,50200,Mercedes-Benz,CL 55 AMG,"\"Ab MFK\"",4,Automat
Red,Limousine,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,4,Hinterradantrieb,5,1996,Benzin,279,493.0,grau,132600,Mercedes-Benz,E 420,"\"Ab MFK\"",5,Automat
Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,6,2001,Benzin,286,621.0,schwarz,79900,Bmw,X5,"\"Ab MFK\"",5,Automat sequentiell
Black,SUV / Geländewagen,3498,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,5,Allrad,10,2005,Benzin,235,628.0,beige,54500,Nissan,MURANO,"\"Ab MFK\"",5,"Automat stufenlos, sequentiell"
Black,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,3,2005,Benzin,612,701.0,grau,15300,Mercedes-Benz,SL 65 AMG,"\"Ab MFK\"",2,Automat
